,PR AUC,PR AUC ER
0,0.15312648215979613,0.002945159156057861
1,0.16764282763158111,0.006300703084897933
2,0.35456200344089595,0.003899165603622168
3,0.34929506386788434,0.0040023792232413615
4,0.3900062902122824,0.004169222143707233
