,PR AUC,PR AUC ER
0,0.1551249906241764,0.0022629007932297874
1,0.15750175534260644,0.005196621979709511
2,0.31499838891129767,0.00467785420892956
3,0.309573857748392,0.0024775633190697666
4,0.3559408631587537,0.0051340120763395175
